S1_Mean,S1_Median,S1_Std,S1_Variance,S1_Minimum,S1_Maximum,S1_Range,S1_RMS,S1_Peak,S1_Peak_to_Peak,S1_Skewness,S1_Kurtosis,S1_Energy,S2_Mean,S2_Median,S2_Std,S2_Variance,S2_Minimum,S2_Maximum,S2_Range,S2_RMS,S2_Peak,S2_Peak_to_Peak,S2_Skewness,S2_Kurtosis,S2_Energy,S3_Mean,S3_Median,S3_Std,S3_Variance,S3_Minimum,S3_Maximum,S3_Range,S3_RMS,S3_Peak,S3_Peak_to_Peak,S3_Skewness,S3_Kurtosis,S3_Energy,S4_Mean,S4_Median,S4_Std,S4_Variance,S4_Minimum,S4_Maximum,S4_Range,S4_RMS,S4_Peak,S4_Peak_to_Peak,S4_Skewness,S4_Kurtosis,S4_Energy,File,Label
-0.00065419007378057,0.014590200000000001,3.5544786724591804,12.634318632967178,-21.826,19.0489,40.8749,3.554478732659942,21.826,40.8749,0.02298916945420548,1.1290629998388253,1115863.059461499,0.008212109123912702,0.08815680000000001,3.9220061425081045,15.382132181871302,-22.4403,19.4568,41.8971,3.922014739978365,22.4403,41.8971,-0.1907395480133474,1.4982146696900909,1358555.87049206,0.0031229104917402635,-0.007155945,3.1007141465085315,9.61442821835813,-17.8836,17.179,35.0626,3.1007157191409966,17.8836,35.0626,-0.016446877994670976,1.7453353498253428,849147.1615923671,-0.00504622484983696,0.023381199999999998,3.3316846351671665,11.100122508208976,-23.45,21.0696,44.5196,3.331688456712934,23.45,44.5196,0.06656921473434649,2.08215276694498,980365.0689395207,b30hz0.txt,Broken
-0.0016432892697641898,0.0057978149999999996,3.645849983636395,13.292222103181503,-21.9394,20.9538,42.8932,3.6458503539752045,21.9394,42.8932,0.04771411146544457,1.166976107497466,1483624.9636765108,0.002581875996213804,0.08168990000000001,3.9793596802736877,15.835303464987907,-23.4381,20.0254,43.463499999999996,3.97936051785605,23.4381,43.463499999999996,-0.2202235370830866,1.4921118434345164,1767473.9755896842,-0.0033046497985692006,-0.011408999999999999,3.171288652591346,10.057071718054635,-24.8317,17.3849,42.2166,3.171290374400447,24.8317,42.2166,-0.04515065945191407,2.244455931560905,1122531.335808386,-0.011556666235842535,0.0179665,3.4214722560011954,11.706472398585909,-18.6173,22.7823,41.3996,3.421491773352728,22.7823,41.3996,0.10546686154351383,2.089057536187026,1306644.5302867182,b30hz10.txt,Broken
0.0005652205173753858,-0.0296629,3.9211615349284634,15.375507783002544,-22.4824,25.3751,47.8575,3.921161575665657,25.3751,47.8575,0.14551227825887442,1.220716856457229,1759450.1431826227,0.0009359457184991982,0.0746875,3.9922817701947735,15.938313732629515,-24.6333,21.4399,46.0732,3.9922818799057644,24.6333,46.0732,-0.2790850130877834,1.501513652636687,1823853.2172940506,0.0037191638093980683,0.026882,3.4285514982150804,11.754965375912873,-23.1911,20.6726,43.863699999999994,3.4285535154190483,23.1911,43.863699999999994,-0.11854057901806715,2.581402620619241,1345145.7807404196,-0.001454553711424166,0.100456,3.67394116784523,13.49784370478797,-24.178,26.3836,50.5616,3.6739414557821233,26.3836,50.5616,-0.04807256042780229,1.9859851240968975,1544585.4929331117,b30hz20.txt,Broken
0.006504378272610625,-0.0429041,4.211238545835727,17.734530089932605,-23.045,24.2567,47.3017,4.211243568931785,24.2567,47.3017,0.1572057057889521,1.3006498129587571,1593557.7372930893,-0.002019941773425259,0.127457,4.021941196035396,16.17601098436663,-23.8923,23.9612,47.8535,4.0219417032736064,23.9612,47.8535,-0.38246546484180866,1.5677072927453342,1453512.0096385335,0.0011022872706411373,0.026145349999999998,3.6748095147153053,13.504224969442136,-25.8561,23.8656,49.7217,3.674809680035058,25.8561,49.7217,-0.027880638239920003,2.3782729437558467,1213435.7480325776,-0.030285451843254766,0.111996,4.087137316338161,16.70469144260391,-21.6672,24.9137,46.5809,4.08724952152389,24.9137,46.5809,-0.08862558607120771,1.7437822321881047,1501099.1709619812,b30hz30.txt,Broken
-0.0015587694248380335,-0.0961391,4.499246839523813,20.243222122965026,-24.9123,24.1464,49.0587,4.4992471095425675,24.9123,49.0587,0.16480932016187566,0.9459961125550151,1912255.9641488171,0.005216161341637026,0.158589,4.199810517327248,17.638408381452567,-30.7304,23.4546,54.185,4.19981375656013,30.7304,54.185,-0.4138619906378227,1.6630046202642976,1666197.179554084,0.012746518938933351,0.11332400000000001,3.7995582709037947,14.436643053993436,-22.0139,23.2845,45.2984,3.7995796514533677,23.2845,45.2984,-0.15227372511445406,2.026579076560319,1363758.3973722893,0.010159342752227301,0.1684635,4.345393269131467,18.882442663413055,-23.7154,32.3661,56.081500000000005,4.345405145168654,32.3661,56.081500000000005,-0.13832774970923403,1.6771734822659905,1783720.8135981774,b30hz40.txt,Broken
-0.009923366599107296,-0.13119150000000002,4.75732194116626,22.63211205190191,-24.3109,23.9776,48.2885,4.757332290801912,24.3109,48.2885,0.16603657161527827,0.6493155204319492,2132135.2891492397,0.002383839811280783,0.1472775,4.355531086629802,18.970651046598586,-28.5795,24.5033,53.0828,4.355531738983293,28.5795,53.0828,-0.39036646520013546,1.424826713171881,1787187.629153031,-0.01473266721731229,0.05711285,3.910187965821964,15.289569928058906,-18.6054,23.7811,42.3865,3.910215720333374,23.7811,42.3865,-0.04067386006034882,1.5299548986633695,1440420.2517687157,0.005152449878635257,0.1875415,4.596410664527363,21.126990996980872,-27.3012,27.6057,54.9069,4.596413552403724,27.6057,54.9069,-0.13697711325292655,1.321769320867685,1990334.0688530405,b30hz50.txt,Broken
-0.012701981221609,-0.12428700000000001,5.064168213863873,25.64579969830921,-23.5948,23.2973,46.8921,5.064184143436745,23.5948,46.8921,0.1209994682581366,0.5142832688913175,2448881.52765729,0.003530434138814301,0.20145200000000002,4.602034166272135,21.17871846753607,-32.5023,23.5711,56.0734,4.602035520451931,32.5023,56.0734,-0.42793328549651016,1.358826659355456,2022314.659187194,-0.003096867191682724,0.0764957,4.105433442964466,16.854583754611067,-21.154,24.4606,45.614599999999996,4.105434611000091,24.4606,45.614599999999996,-0.07669762888904184,1.2667945288821487,1609411.4093462161,0.035857163225205255,0.193652,4.913278122518667,24.140301909220558,-27.3953,25.4275,52.8228,4.913408963782184,27.3953,52.8228,-0.13751964228673252,1.1331140247091707,2305231.9210815793,b30hz60.txt,Broken
-0.0009038775959822133,-0.0909877,5.2708497752867185,27.781857353640053,-24.8377,24.5359,49.3736,5.270849852787951,24.8377,49.3736,0.1061251574394762,0.5777180260153751,2802189.3425229047,-0.0005612043864213192,0.16704999999999998,4.687074719555327,21.96866942669465,-29.2109,21.4579,50.6688,4.68707475315308,29.2109,50.6688,-0.28771891947753975,0.8448668871591942,2215847.9048212823,-0.006323373062978862,0.05277975,4.144180428165029,17.174231421186086,-19.2727,26.9389,46.211600000000004,4.144185252402814,26.9389,46.211600000000004,-0.013568381495019592,1.087516934129745,1732265.7111182834,-0.0015381089376219474,0.0945377,4.907784653840705,24.086350208474325,-21.6728,26.3101,47.9829,4.907784894863815,26.3101,47.9829,-0.08336743591695914,0.8838858771369393,2429445.866049498,b30hz70.txt,Broken
0.002270454799071918,-0.054986,5.326358746615869,28.370097497651365,-25.1664,25.6351,50.801500000000004,5.326359230526641,25.6351,50.801500000000004,0.06978468659855705,0.6998898443887218,3130215.2761764256,0.0001118764015679498,0.158398,4.8970853918549135,23.981445335118792,-29.7037,22.6122,52.3159,4.89708539313285,29.7037,52.3159,-0.23093892167923086,0.7665891456885499,2645992.7724313214,0.003052061099886711,0.0939881,4.278495486905465,18.30552363147043,-23.1727,21.5861,44.758799999999994,4.278496575497916,23.1727,44.758799999999994,-0.08200299327609155,0.9914926722804482,2019740.977657306,0.020562037738802736,0.126907,5.062256491230536,25.626440783005695,-23.4741,25.8789,49.353,5.062298250834464,25.8789,49.353,-0.08696810338265462,0.8624804429577821,2827539.993143618,b30hz80.txt,Broken
0.006475514179315788,-0.06210325,5.2545033985815355,27.609805965704908,-25.3461,26.3701,51.7162,5.254507388708174,26.3701,51.7162,0.058474154766331304,0.6208631991028142,2919133.998558559,-0.0019705334696267776,0.09757460000000001,4.986768562561691,24.8678606965536,-28.5369,24.6778,53.2147,4.986768951892172,28.5369,53.2147,-0.14688427806464796,0.6004162035207905,2629229.5862672706,0.010247567470750415,0.07579775,4.226842146215362,17.866194529022486,-21.4666,22.6271,44.0937,4.226854568312181,22.6271,44.0937,-0.039407015346114446,0.8583519617569189,1888968.1179407926,-0.009576887246106497,0.06337190000000001,5.208204540277782,27.125394533370105,-26.3362,29.0176,55.35380000000001,5.208213345297928,29.0176,55.35380000000001,-0.02743078516329833,0.8044739617942285,2867923.4102547416,b30hz90.txt,Broken
